titles,links
学党史，办实事，国家能源集团老石旦煤矿在行动！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651216114&idx=4&sn=beaabb6918c60d11da1149043072bd4f&chksm=bd532f9b8a24a68ddc99bb36cca3d47b809fdf23a1559bf0dbe5cb7007fe659f63fd24b304f3#rd
五方面入手，国网客服中心落实“一业为主、四翼齐飞”,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651216114&idx=5&sn=43abb893671614b952336a6c5bb81374&chksm=bd532f9b8a24a68dc51cadabb50a64453374a4092e9c38b164707dc52e732084ed405571fd00#rd
凤滩水库大坝打上“修复霜”,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651216114&idx=6&sn=a1c06fce385cbc6a46ab5abda58f2716&chksm=bd532f9b8a24a68d9d59c35a8e6f7ddfa5437d70ee430e3d6c85c1fd09c013d82f7035e6d160#rd
国家能源局印发《2021年能源工作指导意见》,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651216068&idx=1&sn=9299049a747800c0c0da8910061daf57&chksm=bd532fad8a24a6bb6cf06c2ede3952ed75f5a5c1c81b0cf48a7b403cb555249ed82b8c7deebb#rd
每小时两万标准立方米！全球最大电解水制氢项目在宁夏投产,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651216048&idx=1&sn=c3331d7ed3b9034a9cd08151bf20fbec&chksm=bd532fd98a24a6cf64db988fbbcdd489e8b6b97f476926bc2a60949018489ef75ef88e17e534#rd
能源数据库丨3000万千瓦：2025年新型储能装机规模将达3000万千瓦以上,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651216048&idx=2&sn=2713429a538983101a233b29738decb6&chksm=bd532fd98a24a6cfb115bb1fd3b4b869f1d168abf8ef27194e5f0fb7e7d3412f4c6971984823#rd
国电电力连续十三年发布年度社会责任报告,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651216048&idx=3&sn=38c9127c37765fc58ce63c9ef3ebab9f&chksm=bd532fd98a24a6cf716a550e47e2f2c00f971fc68056b696248bf18b49fa681bd4534c133df6#rd
初心从未改变！来看看他的的入党故事……,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651216048&idx=4&sn=400c49c66197b19bd652a48bcfe18375&chksm=bd532fd98a24a6cf88a424ee8edb0c9a40515f15cc167c8f1063829d08cd84211a506ed45da5#rd
使命千钧再扬帆！国家能源集团湖南永州公司行胜于言,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651216048&idx=5&sn=dc6e497e7f152f0784f68b987ae6b351&chksm=bd532fd98a24a6cf0306d4f9007e30e7390cd85f37d6de1610e295f29dbaeb77bae9b6e27077#rd
聚力“四抓”，华电四川公司争当“四个先锋”！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651216048&idx=6&sn=a55539c86f029f681dfefd42aa5107aa&chksm=bd532fd98a24a6cfafc36502253764b741e3aca41cc3b8f71ab988d03992c7b3701e7d907a90#rd
用电数据日更！深圳企业经营和经济发展情况一目了然,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651216028&idx=1&sn=27128177d2a2a8da3527e109e22b681f&chksm=bd532ff58a24a6e3c3ab158742ada71ed282077aeb09e1785e8950d09fa61b3904124886adbf#rd
看见能源丨风电太阳能装机大幅增长！1季度电力工业数据出炉,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651216028&idx=2&sn=822b545b6ff08a448f36c6fe1482f903&chksm=bd532ff58a24a6e3df0a856c26a01313a17579d2193f8aae6dcacf0924c7874d37182d95e337#rd
新能源+储能规模化应用难题如何解？北京海博思创科技这样破局！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651216028&idx=3&sn=45a240c1fa8dc1c434106ae22d034c00&chksm=bd532ff58a24a6e352c857727cf979cca48a67f79afe0b2789200413be089821e167cf48f79a#rd
力保疆电外送重要通道安全可靠！±800千伏天山换流站网络安全专项检查开启,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651216028&idx=4&sn=5ae2c4869412af9f890c7e75bc7fc54c&chksm=bd532ff58a24a6e3025a05a8c1afbf4b5989d198d94a173abfc69839227261526f2aa82f0ea2#rd
轻轻一点，了解今日能源电力大事要闻丨倾听电力,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651216028&idx=5&sn=8be907b0a7d46e56a93d7c3e405cde69&chksm=bd532ff58a24a6e31d21c9a1424faa0ea40b8acca61e946f5579025918a535a2e88681264a12#rd
全长约2.13千米！西藏建成首条110千伏入地电缆,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215984&idx=1&sn=e11cba7118701225414270c0deb90d0b&chksm=bd532f198a24a60fb36b3488d512218b2d0caf9b0bcec5661971c3b72af5188006c3915c5561#rd
防洪库容75亿立方米！白鹤滩水电站下闸蓄水,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215984&idx=2&sn=88a42f9cea461bd9de679e1024420bf6&chksm=bd532f198a24a60f8d44459b37a28f51016641397ddd2042c668f36b653c6ee90953d2b6e5ea#rd
点亮新疆的一百盏灯 | 点亮新丝路上的盏盏心灯,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215984&idx=3&sn=bdad9584b95ed6123ee2df4059f92703&chksm=bd532f198a24a60f9345e2c1cbec5074ece7771f05689932009f813db0700f2e026ff7f6eb9f#rd
学党史，浙能集团有新招！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215984&idx=4&sn=7f1a12b792c65706942438fa459dd87a&chksm=bd532f198a24a60f22c0f9dd69a938efc4f2f1eb84fd18c9c65cd52945324f8f6d65384dd1fc#rd
京能电力落实“3060” 积极推进新能源项目,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215984&idx=5&sn=9dea310955f3cd7f9055e86913c7ede1&chksm=bd532f198a24a60f05a4519d0b5964bb771d2cc26b493bf806cd9c2afa64e3b8c9354b78de57#rd
全场景能源变革怎么做？隆基给出新方案！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215984&idx=6&sn=d00cf6b3729354929afaa3c8acb3e512&chksm=bd532f198a24a60fccddd4dd28bea7c2cda30faf199e068be01a4bd656ee4bb25ef603644b42#rd
消纳电量271.6万千瓦时！南方五省区首次可再生能源电力消纳量交易开市,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215954&idx=1&sn=7fb295a9ad005e46dc0279578664dd21&chksm=bd532f3b8a24a62deb4e0fef85f51597d61154c5dc1ddacc047dcb7d98c79eb638873a50c70c#rd
国内陆上单机容量最大风电机组下线,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215954&idx=2&sn=06cdbc64b0bcf0761acd7cc760194ec7&chksm=bd532f3b8a24a62d1f8496a6b7a813c91d2be860f2bd1db87a42a286ad10d6dbd6561c8654bd#rd
如何消纳新能源？哈电集团有了新方案,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215954&idx=3&sn=cfcab3ecdee07dcb711e9e4514b97ad5&chksm=bd532f3b8a24a62d871871790ea1f661ac3f60e812172af4d5fbecb10628070b4c32d3ace009#rd
“万名党员学党史”，东海上启航！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215954&idx=4&sn=d634b9cc62f24dbb9a3d94200f9872ae&chksm=bd532f3b8a24a62d786bca8d32929128e7326e213228108010a04352dec52c83c6e687793cbb#rd
她让“老档案”有了“新信息”,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215954&idx=5&sn=1e1d43deced7eb2c5eb6d59ff9f87109&chksm=bd532f3b8a24a62d18449d024105416648c2edb967b556f72fcd7e7262b465b1ea867e714713#rd
咩咩咩……鄂尔多斯农牧民有了新时尚,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215954&idx=6&sn=a5488f3a12089aa6e09e3cb67bd2b73a&chksm=bd532f3b8a24a62dfd3b7ac9130a75fb83ae694055c780f8a98f9373803b04122ab805439fff#rd
新型储能如何加快发展？国家发改委、国家能源局征求意见,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215915&idx=1&sn=0a73eb29dd9cd6c8fb3307e065cc02ab&chksm=bd532f428a24a654c7a6a1df5135b1e096f2eebb9d91c100973463ed76458cc781e2b22eaba6#rd
看见能源丨2021年，风、光发电量占比将达11%！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215915&idx=2&sn=e37d92e635ebfe7d87de8598507fb78a&chksm=bd532f428a24a654a8c0f3b749fb4ebbdbedc94d7382e46d6480fe25a62b144a84984fb84f0f#rd
“001号”出坞下水！三峡集团首艘海上风电安装平台来了,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215915&idx=3&sn=bc28151527e6df87b31b92ba83de7eb5&chksm=bd532f428a24a65415086b91a3e0f11ee7a4aa516527b6b40bcea8b3e10512cc81a9bf8daf40#rd
拨开“云雾”，国家能源集团全场景AI技术赋能智慧风电场,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215915&idx=4&sn=0111aec0967e1d7e9a1771ef2428147a&chksm=bd532f428a24a654ce2708173d12bce8d26289b292c1135e6f504d218417fefb82de5e5407c8#rd
巴州辣椒苗移栽，喝上了头茬水！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215915&idx=5&sn=022d0e10d150d415efcaa9975622c564&chksm=bd532f428a24a654a2b342d45f42ed25bf73e03e50d7c42b707b797b72c3e939bedd3680db1e#rd
“红马甲”走进红军小学,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215915&idx=6&sn=8eade33f3205b89f7f0fd6f38af7813a&chksm=bd532f428a24a6546b2334abc811c6a97c7e74b835a69810a689a17146586fb0e856f303d1bf#rd
大江奔流 航标永在丨“沿着能源通道看中国”江苏站①,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215787&idx=1&sn=544e7d9025f463200eff62bd89d18369&chksm=bd5320c28a24a9d4e074b32a06ab81d702e5d5c9432e82de16b10103d74d44cee3e7c95392ac#rd
​能源数据库丨16.5%：2025全国风光发电量比重将达16.5%左右,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215787&idx=2&sn=34c566953143f25bea98cd72e5a1d0aa&chksm=bd5320c28a24a9d462ac6fc0a0280ec19c40598e2008ccee118eef79170c307215d0b3f73821#rd
今天你积分了吗？减碳有福利！国家电投启动碳普惠平台建设,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215787&idx=3&sn=ce7855537db462644c7c1343b556750e&chksm=bd5320c28a24a9d4174d655fc33480d72e0b8986414a2922285a351cae80346721aee359a49f#rd
转增有效资产4800万元！国网浙江检修公司提质增效有高招,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215787&idx=4&sn=d8f575e39db0112e2ba89f379b924b78&chksm=bd5320c28a24a9d4f7ed2b9c14594aa7858f5d1946508b6946f75fa0e5acc54f8ebb672a4b5d#rd
轻轻一点，了解今日能源电力大事要闻丨倾听电力,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215787&idx=5&sn=e45939b7b4ecdda53a9bfa905bed16a0&chksm=bd5320c28a24a9d4c3871f66c0c04e0299465aeae3d6c53060d7cca334fd6ee14e8ab6fa0d59#rd
今天，习近平在博鳌亚洲论坛主旨演讲中多次提到能源！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215656&idx=1&sn=25d1aba0cffd4e89e51692bb403554c6&chksm=bd5320418a24a957f1ac2aa223d86a5b84eed16b7cd14769e7b1a6bfba62b37cac181af4763e#rd
直击博鳌丨国家电投氢燃料电池客车亮相博鳌亚洲论坛,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215656&idx=2&sn=4437dbe770ba8537b77a81affe16719c&chksm=bd5320418a24a957469c39be1cb687a1f25bb7f3ec7ee171ea5e819eb21a9e90a210a1b91763#rd
博鳌保电丨南网超高压有力保障“海底生命线”安全运行,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215656&idx=3&sn=89e8e056d1dbf5757032eda8bcf61cd7&chksm=bd5320418a24a9571ae77cd296f30912e2d6059e640676abfed40c3e42333fb275b8e071e43c#rd
点亮新疆的一百盏灯丨笑脸上写满了光明,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215656&idx=4&sn=d8dafbd2f639098fdd1929fae8aa4692&chksm=bd5320418a24a95728b483abe4f75afa0a78c25b3e161163daf9f196d0e37ee9c3e0abf3f3a7#rd
福建首家！国网石狮市供电开展机器人带电绝缘涂覆,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215656&idx=5&sn=d1044993eb3fc09294cec9140c945567&chksm=bd5320418a24a957a66b367e7eb42a43899731dda36d59697bc5659e7599bbcef8a739374468#rd
50天！220千伏胡双二回改造工程顺利送电,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215656&idx=6&sn=4552d1d9049004773dd134efb722a370&chksm=bd5320418a24a957a9f765624a3a9ce7b2a7d0e85af91536ef1eaa697ea77d0c8806d56d5f9b#rd
入驻企业超万家！国家电网新能源云来了！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215616&idx=1&sn=c942a60b1a2c746dcf382498664a3f1f&chksm=bd5320698a24a97fc5520f29e07c59b642a8a56b348b4535bd054baebc4bc6df08500bcaeb37#rd
建党百年·华能地标⑨丨长征排万难 陇上新征程,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215616&idx=2&sn=e3d2248063a14b79aed7343493c7e1a4&chksm=bd5320698a24a97f7a0e4f44358370da11da7eec5f7158c6dd8e26180cf9c65406b573f57957#rd
助燃冬奥会！中国石化长城润滑油举行洁净冬奥战略发布会,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215616&idx=3&sn=f39543b95fa26cff8620ae7818559b47&chksm=bd5320698a24a97fdf7c7af8c3f1d61e5252ced65ef0c5b1d23dd5e6f32200967ba57d1b087a#rd
小编也想听92岁抗战老英雄给大唐青年员工上的这堂课,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215616&idx=4&sn=9b36316aab524780967a773f0ed0643f&chksm=bd5320698a24a97fcb2f3a6e3f8bd6718c4937c9393fe24893ca98702cd08f3f907adb2e7eb7#rd
开展党风廉政建设工作，大连供电公司有创新！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215616&idx=5&sn=fcde482ec47146ef1562cb20b4b61d20&chksm=bd5320698a24a97f51308667dd4860f8f9332f2bb2c24321dc19a4fbf18ec03723871ed24ac5#rd
国家能源局主要负责同志赴福建省开展专题调研,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215591&idx=1&sn=830134ac9edbf75b04932e5e4856c4b9&chksm=bd53218e8a24a898468f89b68f32b300662d97de4dc8f45d158e4eed4dd7c4f0811e825b4cc8#rd
国家能源局研究部署2021年建议提案办理工作​,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215591&idx=2&sn=76253f025e57c21e504056609c269a1e&chksm=bd53218e8a24a898ca84c8302ade05f48ecd1a8c62bcac510d68211294dc1c1220504b82d609#rd
走好新时代赶考路，国家能源集团党组成员赴香山参加党史学习教育,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215591&idx=3&sn=dfda4cdef8d092acc0057de91150048d&chksm=bd53218e8a24a8988ffa345efa869b1b1318f89cfc2adf0a992277dc4557a40e55bfb5c6b7a7#rd
“十四五”实现重点行业企业节能监察全覆盖！2021工业节能监察工作将开启,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215591&idx=4&sn=f3d62585a2443f386d2bac10784ebd19&chksm=bd53218e8a24a89812482abea476931a4d8f599f6999421a0047a9c00563b25e9bae196096a2#rd
党史学习教育成果为乡村振兴赋能！中国大唐这样做……,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215591&idx=5&sn=21faaee20cfdc1d6ffa7e49431a43667&chksm=bd53218e8a24a89849c2b99fa7592ab4faf7c034934bb116d546e98466f94ac90bd1db547302#rd
三方携手 强强联合！3060系列海上风电安装平台来啦,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215591&idx=6&sn=8e3639a2b897bbb1f8f8411e6b7ea662&chksm=bd53218e8a24a898d50353a4d4813b925cd6c038c9f136a734d228ad68cf643c2a704a5612e1#rd
习近平在清华大学考察时强调 坚持中国特色世界一流大学建设目标方向 为服务国家富强民族复兴人民幸福贡献力量,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215567&idx=1&sn=1462131859cff405f521b4bf20c045dc&chksm=bd5321a68a24a8b0664b0cea714c42da73157c19f86ad3c5c72ee8ad125d12c4f0553b595903#rd
梅州抽水蓄能电站（240万千瓦）下闸蓄水,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215567&idx=2&sn=9b2e9d88f07e0ed6e62d399b1ba35525&chksm=bd5321a68a24a8b000b2456c49e363cc2aeace36c95145df546ceb5ea786addb59d5c6baae85#rd
国内最长330千伏电缆线路启动敷设,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215567&idx=3&sn=41e99bb1aa1eec8ef53ab9b03b40bc5b&chksm=bd5321a68a24a8b0c7427cccc407e310e1ba42b47f56ec5966f69ca5ab067ddb72836dff4b58#rd
​​云南首个500千伏智能保护变电站投产,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215567&idx=4&sn=968da5cc61f8be8e82478ce651f94ffd&chksm=bd5321a68a24a8b03be9f9ba324a108780d6c16d875613807db49fc3577f16a651c350e8c311#rd
国家能源江苏公司打造能源发展省域合作新模式,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215567&idx=5&sn=f2bdc1f1a90c63ce5a9e84f818f1ff13&chksm=bd5321a68a24a8b0c1ecd616aa917438a8eff3196734609c65fb93ca2be778e020a00f414e14#rd
轻轻一点，了解今日能源电力大事要闻丨倾听电力,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215567&idx=6&sn=89975d858b4383870a9ebbef959f2c9a&chksm=bd5321a68a24a8b01db644d62e204be7208fc4a8f4ab93a7e3693eebfcaa0d58c1296ac93711#rd
能源电力如何实现“十四五”良好开局？国网能源研究院院长、党委书记张运洲这样说……,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215480&idx=1&sn=5be6b0e2fc209138af7113d64961cb02&chksm=bd5321118a24a807ca3e05ee107aec755b4a24ae66ef230b5bb5fa200710a3da5a53fca478fe#rd
我国一季度规模以上工业发电量同比增长19%,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215480&idx=2&sn=f7a4762d62af24129c2a4f70a320b95e&chksm=bd5321118a24a80750a6144b67586812172db78de5ffd78b684ff3cd9cd92fbd16a89086ba01#rd
服务地方政府重点项目建设，国网甘肃高台供电是认真的！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215480&idx=3&sn=f612dce321d1d326aa31d5b2fba5c758&chksm=bd5321118a24a807a99fe3b28665732ba79b601dcfa1f1bdce66ed86c6794876fc7eba416cad#rd
国家电投重庆公司：追寻红色印迹 筑牢初心使命,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215480&idx=4&sn=6676e54bac7f081ac86e9857eef082e0&chksm=bd5321118a24a80783a8fcf89bed5532846a822dfccae9acf84d58bf9004d811c273e3918d5b#rd
轻轻一点，了解今日能源电力大事要闻丨倾听电力,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215480&idx=5&sn=47b5fa311acd13a92b3e51fc5deb8cd6&chksm=bd5321118a24a80721cd74eac95ca32b375e5cfe21dcf1ca669ceefacc08bf1ed54731cbd4ae#rd
《油气蓝皮书》《低碳蓝皮书》在京发布,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215473&idx=1&sn=2019197e073e334e4bd0d8b8b3622890&chksm=bd5321188a24a80e55671085aff9f4a8b03f10045d3e1632c1fd233bedda7308da8faac9d5be#rd
中国石化首套年产300万吨PTA项目启动建设,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215473&idx=2&sn=c08769034d78aabe0a263cbc41f3caba&chksm=bd5321188a24a80e5d3f4751372b352b6f4e7f04d6bf6728956f1d3567bffe464f1ca7ce6044#rd
国网浙江综合能源公司：以智慧光伏助力“双碳”目标实现,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215473&idx=3&sn=b021bda81e17b7fb91dc95b8470a6336&chksm=bd5321188a24a80eaeefbcb91401ea5ea43a089ce632a5a9c4d556d486125f7e496175a4d3a8#rd
国家能源集团党校举办第二届青年创新论坛,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215473&idx=4&sn=7ea0798921c086d5b1326414ce1f1b53&chksm=bd5321188a24a80e46bc12916df076cd150a8ee05fff9aef7ecc2b7d435a41e1770cbe732b64#rd
华电山西公司党委书记、执行董事徐建伟：用好调查研究这个传家宝,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215473&idx=5&sn=90e5d751b860072e940740c9e9b71acc&chksm=bd5321188a24a80eb678623d1378ba5616d9089743910637f474f461fd8b863fc6a19202d983#rd
建党百年·华能地标⑧丨汲取红色力量 赋能绿色发展,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215391&idx=1&sn=f5c524e514855c2803dc6eed80c03cca&chksm=bd5321768a24a860912736621e5d95a7f5ead3846bfdcd732151b552793160c8f2af16cd93ee#rd
全国首台新型双动力钢轨打磨车落户国家能源集团,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215391&idx=2&sn=7b9031e5d79d052d363e3fdc396bfdd1&chksm=bd5321768a24a860bdd4f60c13b1b7d8310326f259b8987b569b874a581e07310e0e05ebed97#rd
奋斗百年路 启航新征程丨看！这就是新时代电力共产党员的风采！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215391&idx=3&sn=7aae936f4f2fc953737231a78fa84997&chksm=bd5321768a24a86012e78dd8af128de0a1135172e301fccbfc5ffd9282c75d3d78049e71cc92#rd
国电电力：“指尖课堂”让党史学习教育“不打烊”,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215391&idx=4&sn=23443124e32fecbdfda392ef02e88f13&chksm=bd5321768a24a8601c26d11e84bf99353d1739419d80d9d146d0b7b535147a7b38da72eca652#rd
大唐国际：“创”见高质量发展新未来,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215391&idx=5&sn=74be3232bd7c75f2eb342a01fc5de62e&chksm=bd5321768a24a860ee44ad4511984930dc4df6ebe8a50d030ddf0564045503231723167c454a#rd
华电浙江公司：绘好党史学习教育“三张图”,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215391&idx=6&sn=15edd4cd3b5df57ac053182327263cba&chksm=bd5321768a24a86071cb4d5f67e3be36e56ffd89f2cf9f8e6420947a0192afab81e7f7da7460#rd
国网浙江湖州供电：十大行动为百姓办实事,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215391&idx=7&sn=1b98251253664746868d90b6d0452eeb&chksm=bd5321768a24a860085d2a4a4b3143c365b82e2fc895abb05bb5bf65c36fe1e3d3cce9615dc9#rd
一季度全社会用电量同比增长21.2%,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215316&idx=1&sn=9919db579be55f057eb57be919345810&chksm=bd5322bd8a24abab7dd4beffc03f1c5d344c1fc7d90c0ec284f7522242274f79c866e3dd26ec#rd
国家气候变化专委会委员、中电联专职副理事长王志轩：​火电转型助力“3060”目标实现,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215316&idx=2&sn=8b173814c53a88aef47a38ce13b995db&chksm=bd5322bd8a24ababe7da039a94165f88e110a2477ac4be80cb3c78f34af1e05ed61c6e0ed0df#rd
南方电网：全力确保按期完成三项制度改革全部任务,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215316&idx=3&sn=4c2d072c927d94df325c3e809d09b646&chksm=bd5322bd8a24abab1abf9c5e02cd20a841af9733fb8dd0b5c36af10c11c2b5066b912b75f9e9#rd
国网湖北电力：学党史 办实事 疫后重振开新局,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215316&idx=4&sn=ca0a88f3b927b21584b17869021113c6&chksm=bd5322bd8a24abab327f14f097e4becb474a3889f3892dcc29316ec25a397c14dd3265f939c9#rd
国家能源集团矿区换热站实现无人值守智慧供暖,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215316&idx=5&sn=b1abe24319c612a1e25198424b2d2bec&chksm=bd5322bd8a24abab17c2410b84b8e8636eadb09d3194fe66d88636ab8c03a88edceb8edd2874#rd
听老兵讲故事，宁夏送变电这些青年用心传承红色基因,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215316&idx=6&sn=96f37c2fc8e5833edaec1987ea42c724&chksm=bd5322bd8a24abab9dd854e17c12182fa0800aba784d0643cbe10ae3532c1e8215cc1f8df749#rd
点亮新疆的一百盏灯 | 有序充电 零碳出行的智慧方案,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215309&idx=1&sn=ae91e88a9c4dca653d054f40e641fa45&chksm=bd5322a48a24abb2eb1de53dc974da8b25a4fd87bdd77807d0c7bfa8af40176ce010761ebc56#rd
山东大学特聘教授马钊：助力实现“双碳”目标 发展低压直流供用电系统正当时,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215309&idx=2&sn=5084dfe4e93084fa2a8cf8f710286bcc&chksm=bd5322a48a24abb24595a66f13615f0644d103bcd8dfca81a285cf4dce99b849632823f1deac#rd
东方电气集团发布大型核电汽轮发电机组自主化成果,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215309&idx=3&sn=8707bb1c0c81457d2df2b0eba4b63965&chksm=bd5322a48a24abb20fadc7cb6001a4191d7111871ecb0623bdde584c48369471fa4a51bfd613#rd
雄安新区四周年，南瑞集团​为绘制多彩雄安画卷赋能,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651215309&idx=4&sn=23d293ed001f63c928b8cd606a2b689f&chksm=bd5322a48a24abb2b1c87852d5e3f369ad5f3a99223ed0730f7db23cb97dbd6a0f0c46f12fb5#rd
